k,cbf_beta,test_loss,cbf_gamma,test_pred_dist,epochs,seq_len,test_f1,trial_id,test_loss_avg,num_lstm_layers,lstm_dim,mlp_dim,fine_tune_lr_ratio,fc_dim,test_mcc,test_cum_ret,test_acc,num_heads,num_encoders,fc_dropout,mlp_dropout,d_model,lr,batch_size,time_idx,criterion,pretrained_t2v,ignore_cols,scheduler,symbol,optimizer
64,0.99,1.585972785949707,1.0,"[0.181, 0.638, 0.181]",140,20,0.26846402264233105,48,0.7929863929748535,2,256,2048,0.1,1024,0.050650616683079734,0.09000000000000008,0.2523561507936508,4,2,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8479514718055725,1.0,"[0.157, 0.819, 0.024]",140,20,0.13898551082368624,49,0.8479514718055725,2,256,2048,0.1,1024,-0.05015405373414438,-0.040000000000000036,0.14960629921259844,4,2,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.4550106525421143,1.0,"[0.173, 0.528, 0.299]",140,30,0.2925350265691844,50,0.7275053262710571,2,256,2048,0.1,1024,0.03807869936507658,-0.020000000000000018,0.2745535714285714,4,2,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8090848326683044,1.0,"[0.079, 0.614, 0.307]",140,30,0.20593391836753858,51,0.8090848326683044,2,256,2048,0.1,1024,-0.002277785431149684,-0.08999999999999997,0.2125984251968504,4,2,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.6933777332305908,1.0,"[0.134, 0.78, 0.087]",140,20,0.1402558137828298,52,0.8466888666152954,2,256,2048,0.1,1024,-0.07813081571903623,-0.09999999999999998,0.1419890873015873,8,2,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7080241441726685,1.0,"[0.236, 0.63, 0.134]",140,20,0.31720707368877027,53,0.7080241441726685,2,256,2048,0.1,1024,0.07307108851439849,0.08000000000000007,0.2755905511811024,8,2,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.4756783843040466,1.0,"[0.425, 0.268, 0.307]",140,30,0.39541070270457934,54,0.7378391921520233,2,256,2048,0.1,1024,0.018636107331512063,0.050000000000000044,0.37723214285714285,8,2,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7827554941177368,1.0,"[0.307, 0.378, 0.315]",140,30,0.363688006611162,55,0.7827554941177368,2,256,2048,0.1,1024,0.0356651167029057,0.050000000000000044,0.33858267716535434,8,2,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.7672792077064514,1.0,"[0.157, 0.787, 0.055]",140,20,0.19185101862267215,56,0.8836396038532257,2,256,2048,0.1,1024,0.02205286154012108,-0.020000000000000018,0.18874007936507936,4,3,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8176096677780151,1.0,"[0.165, 0.803, 0.031]",140,20,0.1746415259855485,57,0.8176096677780151,2,256,2048,0.1,1024,-0.024915247992815574,-0.020000000000000018,0.16535433070866143,4,3,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.4784574508666992,1.0,"[0.094, 0.535, 0.37]",140,30,0.22283464566929134,58,0.7392287254333496,2,256,2048,0.1,1024,-0.017263986013986012,0.010000000000000009,0.22817460317460317,4,3,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7319024801254272,1.0,"[0.173, 0.543, 0.283]",140,30,0.2697277298169054,59,0.7319024801254272,2,256,2048,0.1,1024,-0.008433446086040648,-0.09999999999999998,0.2440944881889764,4,3,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.3946161270141602,1.0,"[0.339, 0.583, 0.079]",140,20,0.30964911846570303,60,0.6973080635070801,2,256,2048,0.1,1024,0.018262917510257687,0.1299999999999999,0.27504960317460314,8,3,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7705497741699219,1.0,"[0.102, 0.78, 0.118]",140,20,0.19015001793767347,61,0.7705497741699219,2,256,2048,0.1,1024,0.01954027697576375,0.06000000000000005,0.18110236220472442,8,3,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.681553304195404,1.0,"[0.126, 0.63, 0.244]",140,30,0.2450387681472926,62,0.840776652097702,2,256,2048,0.1,1024,0.020167227112272288,-0.030000000000000027,0.2279265873015873,8,3,0.1,0.4,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8076034784317017,1.0,"[0.197, 0.551, 0.252]",140,30,0.3017501463633163,63,0.8076034784317017,2,256,2048,0.1,1024,0.01569916574166156,0.030000000000000027,0.25984251968503935,8,3,0.1,0.4,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.590680480003357,1.0,"[0.126, 0.528, 0.346]",140,20,0.23612116645107775,64,0.7953402400016785,2,256,2048,0.1,1024,-0.016131075022783412,-0.14,0.23635912698412698,4,2,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.9768213033676147,1.0,"[0.126, 0.811, 0.063]",140,20,0.18828456719589892,65,0.9768213033676147,2,256,2048,0.1,1024,0.06885475417040275,-0.14,0.1968503937007874,4,2,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.9402810335159302,1.0,"[0.283, 0.598, 0.118]",140,30,0.2817931370128474,66,0.9701405167579651,2,256,2048,0.1,1024,-0.014237129446267177,-0.030000000000000027,0.24342757936507936,4,2,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8475371599197388,1.0,"[0.315, 0.528, 0.157]",140,30,0.35653124126535,67,0.8475371599197388,2,256,2048,0.1,1024,0.07910287915905138,-0.040000000000000036,0.3228346456692913,4,2,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,2.720241904258728,1.0,"[0.11, 0.819, 0.071]",140,20,0.1870090565844955,68,1.360120952129364,2,256,2048,0.1,1024,0.043895034796346745,0.010000000000000009,0.18092757936507936,8,2,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.1672946214675903,1.0,"[0.142, 0.819, 0.039]",140,20,0.14600322421297487,69,1.1672946214675903,2,256,2048,0.1,1024,-0.005934526851356489,-0.16000000000000003,0.16535433070866143,8,2,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.404956877231598,1.0,"[0.236, 0.22, 0.543]",140,30,0.35384973430045386,70,0.702478438615799,2,256,2048,0.1,1024,0.02368751306983866,0.040000000000000036,0.36160714285714285,8,2,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7793762683868408,1.0,"[0.15, 0.323, 0.528]",140,30,0.2831148563368935,71,0.7793762683868408,2,256,2048,0.1,1024,-0.03851756493371671,-0.040000000000000036,0.28346456692913385,8,2,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.5427342057228088,1.0,"[0.157, 0.543, 0.299]",140,20,0.27967742891318625,72,0.7713671028614044,2,256,2048,0.1,1024,0.036846033572876496,0.06000000000000005,0.26748511904761907,4,3,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7527310252189636,1.0,"[0.15, 0.709, 0.142]",140,20,0.27918138411821636,73,0.7527310252189636,2,256,2048,0.1,1024,0.10319199844856737,-0.030000000000000027,0.25196850393700787,4,3,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.700975775718689,1.0,"[0.157, 0.52, 0.323]",140,30,0.2997907604206817,74,0.8504878878593445,2,256,2048,0.1,1024,0.038861215196700286,0.10000000000000009,0.27492559523809523,4,3,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8494289517402649,1.0,"[0.189, 0.535, 0.276]",140,30,0.24032447958851377,75,0.8494289517402649,2,256,2048,0.1,1024,-0.05698241955319543,0.050000000000000044,0.2204724409448819,4,3,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.9133480787277222,1.0,"[0.063, 0.882, 0.055]",140,20,0.11424526942621137,76,0.9566740393638611,2,256,2048,0.1,1024,0.012240558301107011,0.1499999999999999,0.1416170634920635,8,3,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.788698136806488,1.0,"[0.268, 0.646, 0.087]",140,20,0.3381417014729359,77,0.788698136806488,2,256,2048,0.1,1024,0.13217672840168562,0.22999999999999998,0.30708661417322836,8,3,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.7122516632080078,1.0,"[0.15, 0.433, 0.417]",140,30,0.3211220573753551,78,0.8561258316040039,2,256,2048,0.1,1024,0.08012596537299946,0.1299999999999999,0.3220486111111111,8,3,0.1,0.3,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7606186270713806,1.0,"[0.22, 0.48, 0.299]",140,30,0.3108824481146142,79,0.7606186270713806,2,256,2048,0.1,1024,0.0023828458128128697,0.040000000000000036,0.2755905511811024,8,3,0.1,0.3,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.7786602973937988,1.0,"[0.268, 0.654, 0.079]",140,20,0.24533775383340245,80,0.8893301486968994,2,256,2048,0.1,1024,0.018600681417488267,-0.13,0.2435515873015873,4,2,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.246589183807373,1.0,"[0.165, 0.78, 0.055]",140,20,0.17676430743758,81,1.246589183807373,2,256,2048,0.1,1024,-0.020657934507959653,-0.06000000000000005,0.1732283464566929,4,2,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.702762484550476,1.0,"[0.126, 0.457, 0.417]",140,30,0.29646794150731154,82,0.851381242275238,2,256,2048,0.1,1024,0.05848004875117067,-0.09999999999999998,0.2989831349206349,4,2,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.9668575525283813,1.0,"[0.008, 0.559, 0.433]",140,30,0.16562033218562067,83,0.9668575525283813,2,256,2048,0.1,1024,0.02072242610664624,-0.050000000000000044,0.2283464566929134,4,2,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.6260016560554504,1.0,"[0.228, 0.614, 0.157]",140,20,0.2728579684578972,84,0.8130008280277252,2,256,2048,0.1,1024,0.024063330085995774,-0.050000000000000044,0.25161210317460314,8,2,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8904805779457092,1.0,"[0.079, 0.843, 0.079]",140,20,0.09602318405126722,85,0.8904805779457092,2,256,2048,0.1,1024,-0.06278111728507575,-0.030000000000000027,0.12598425196850394,8,2,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.6370670199394226,1.0,"[0.291, 0.465, 0.244]",140,30,0.38001812611993385,86,0.8185335099697113,2,256,2048,0.1,1024,0.06719816499582207,-0.020000000000000018,0.33072916666666663,8,2,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7922546863555908,1.0,"[0.126, 0.591, 0.283]",140,30,0.2487835053023856,87,0.7922546863555908,2,256,2048,0.1,1024,0.00033143869646812344,0.15999999999999992,0.2283464566929134,8,2,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.733198881149292,1.0,"[0.22, 0.654, 0.126]",140,20,0.25173859846466556,88,0.866599440574646,2,256,2048,0.1,1024,-0.011081697759957616,-0.10999999999999999,0.22023809523809523,4,3,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8707245588302612,1.0,"[0.15, 0.772, 0.079]",140,20,0.2698086514140361,89,0.8707245588302612,2,256,2048,0.1,1024,0.1340997246758399,0.18999999999999995,0.2440944881889764,4,3,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.7165200114250183,1.0,"[0.047, 0.488, 0.465]",140,30,0.24146847783751663,90,0.8582600057125092,2,256,2048,0.1,1024,0.07222640592581987,0.0,0.283234126984127,4,3,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.886971652507782,1.0,"[0.15, 0.63, 0.22]",140,30,0.2341002726982965,91,0.886971652507782,2,256,2048,0.1,1024,-0.030010883187684325,-0.040000000000000036,0.2047244094488189,4,3,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.6630963683128357,1.0,"[0.11, 0.74, 0.15]",140,20,0.176468366296283,92,0.8315481841564178,2,256,2048,0.1,1024,0.009552173858463901,-0.27,0.18861607142857142,8,3,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8031893372535706,1.0,"[0.197, 0.677, 0.126]",140,20,0.2919554410537392,93,0.8031893372535706,2,256,2048,0.1,1024,0.053437982182643784,0.020000000000000018,0.2440944881889764,8,3,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.9862263202667236,1.0,"[0.299, 0.575, 0.126]",140,30,0.25557338074139174,94,0.9931131601333618,2,256,2048,0.1,1024,-0.057966485526104304,-0.14,0.22817460317460317,8,3,0.1,0.4,64,1e-05,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.733059823513031,1.0,"[0.22, 0.465, 0.315]",140,30,0.2662722647770049,95,0.733059823513031,2,256,2048,0.1,1024,-0.05726333738762337,-0.010000000000000009,0.2440944881889764,8,3,0.1,0.4,64,1e-05,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
